,code,year,f_roa,f_cfo,f_droa,f_accrual,f_dlever,f_dliquid,f_equityoffer,f_dmargin,f_dturnover,f_total
3094,039340,2016,1,1,1,1,1,1,1,0,0,7
3099,060370,2016,1,1,0,1,1,1,1,0,0,6
3104,053280,2016,1,1,0,1,0,1,1,0,1,6
3109,100090,2016,1,1,0,1,1,1,0,0,0,5
3114,112240,2016,1,1,1,1,0,1,0,0,1,6
3119,048430,2016,1,1,0,1,1,1,1,0,1,7
3124,061040,2016,1,1,1,1,1,1,0,1,0,7
3129,026040,2016,1,1,1,1,1,1,1,1,1,9
3134,038680,2016,0,1,0,1,0,1,1,0,1,5
3139,111820,2016,1,1,0,1,0,1,0,1,0,5
3144,054210,2016,1,1,0,1,1,1,0,1,0,6
3149,095910,2016,1,1,0,1,1,1,0,1,0,6
3154,106190,2016,1,1,0,1,0,1,1,0,1,6
3159,079650,2016,1,1,0,1,1,1,0,1,0,6
3164,079940,2016,1,1,1,1,0,1,1,1,1,8
3169,101490,2016,1,1,0,1,0,1,0,0,0,4
3174,106240,2016,1,1,0,1,0,1,0,0,1,5
3179,039980,2016,1,1,0,1,0,1,1,0,0,5
3184,140520,2016,0,1,0,1,0,1,1,1,0,5
3189,065940,2016,0,1,1,1,0,1,0,1,0,5
3194,040300,2016,1,1,1,1,1,1,1,1,1,9
3199,068930,2016,1,1,0,1,1,1,0,1,1,7
3204,067570,2016,1,1,1,1,1,1,1,1,0,8
3209,024800,2016,1,1,1,1,0,1,1,1,0,7
3214,234920,2016,1,1,0,1,1,1,0,1,0,6
3219,065950,2016,1,1,0,1,0,1,0,1,0,5
3224,056360,2016,1,1,0,1,0,1,1,1,0,6
3229,087600,2016,0,1,0,1,1,1,1,0,0,5
3234,041520,2016,1,1,0,1,1,1,1,0,0,6
3239,122690,2016,1,1,0,1,1,1,1,0,0,6
3244,187220,2016,1,1,0,1,0,1,1,0,1,6
3249,115310,2016,1,1,1,1,1,1,1,0,1,8
3254,049430,2016,1,1,1,1,1,1,1,1,0,8
3259,033130,2016,1,1,1,1,1,1,1,1,1,9
3264,123040,2016,1,1,0,1,1,1,0,0,0,5
3269,064820,2016,1,1,1,1,0,1,1,1,1,8
3274,033830,2016,1,1,0,1,1,1,1,0,0,6
3279,127710,2016,1,1,0,1,0,1,1,0,0,5
3284,120240,2016,1,1,1,1,0,1,1,0,1,7
3289,076610,2016,1,1,0,1,1,1,1,0,1,7
3294,036710,2016,1,1,1,1,0,1,1,1,1,8
3299,065530,2016,1,1,0,1,0,1,1,1,0,6
3304,067900,2016,1,1,1,1,0,1,0,1,1,7
3309,033200,2016,1,1,1,1,0,1,1,0,0,6
3314,042110,2016,1,1,0,1,1,1,1,0,0,6
3319,143160,2016,0,1,0,1,1,1,1,0,0,5
3324,138070,2016,1,1,0,1,1,1,1,0,0,6
3329,092460,2016,1,1,0,1,1,1,0,0,0,5
3334,137950,2016,1,1,1,1,1,1,1,1,1,9
3339,073110,2016,1,1,1,1,1,1,1,1,1,9
3344,024120,2016,1,1,1,1,1,1,1,1,1,9
3349,036640,2016,1,1,0,1,0,1,1,0,0,5
3354,091970,2016,0,1,1,1,1,1,0,1,1,7
3359,006140,2016,1,1,0,1,1,1,1,1,0,7
3364,032960,2016,1,1,0,1,1,1,0,0,1,6
3369,066900,2016,1,1,0,1,1,1,1,0,1,7
3374,094820,2016,1,1,0,1,0,1,1,0,1,6
3379,065570,2016,1,1,1,1,1,1,1,1,1,9
3384,037070,2016,1,1,0,1,0,1,1,1,0,6
3389,005860,2016,1,1,1,1,1,1,0,1,0,7
3394,089850,2016,1,1,1,1,1,1,0,1,1,8
3399,056700,2016,1,1,1,1,1,1,1,0,1,8
3404,102210,2016,1,1,0,1,1,1,1,0,0,6
3409,042600,2016,1,1,0,1,1,1,1,0,0,6
3414,041930,2016,1,1,0,1,1,1,1,0,0,6
3419,083550,2016,1,1,0,1,1,1,1,0,0,6
3424,119850,2016,1,1,1,1,1,1,1,1,0,8
3429,114630,2016,1,1,1,1,0,1,1,1,0,7
3434,016670,2016,1,1,0,1,0,1,0,0,0,4
3439,032940,2016,1,1,1,1,1,1,1,1,0,8
3444,066670,2016,1,1,0,1,1,1,1,1,0,7
3449,091340,2016,1,1,0,1,1,1,0,0,1,6
3454,014970,2016,1,1,1,1,1,1,1,1,1,9
3459,013310,2016,1,1,0,1,0,1,0,0,1,5
3464,126880,2016,1,1,0,1,0,1,0,0,0,4
3469,900090,2016,1,1,1,1,1,1,1,1,1,9
3474,024880,2016,1,1,0,1,1,1,1,0,0,6
3479,900070,2016,1,1,1,1,1,1,0,1,0,7
3484,053260,2016,1,1,0,1,1,1,1,0,0,6
3489,052300,2016,1,1,1,1,0,1,0,1,0,6
3494,189980,2016,1,1,0,1,1,1,1,0,0,6
3499,066590,2016,1,1,1,1,0,1,0,1,0,6
3504,091590,2016,1,1,1,1,1,1,1,1,1,9
3509,114450,2016,1,1,0,1,0,1,1,0,0,5
3514,054090,2016,1,1,0,1,1,1,0,0,0,5
3519,024910,2016,1,1,0,1,1,1,1,1,0,7
3524,066130,2016,1,1,0,1,1,1,1,0,1,7
3529,025550,2016,1,1,1,1,0,1,1,1,1,8
3534,106520,2016,0,1,0,1,1,1,0,0,0,4
3539,032540,2016,1,1,0,1,0,1,1,0,1,6
3544,081580,2016,1,1,0,1,0,1,1,0,0,5
3549,054040,2016,1,1,0,1,0,1,1,1,0,6
3554,012860,2016,1,1,0,1,0,1,1,0,0,5
3559,017480,2016,1,1,1,1,1,1,1,1,0,8
3564,035480,2016,0,1,0,1,1,1,0,0,0,4
3569,099660,2016,1,1,0,1,1,1,0,0,0,5
3574,037330,2016,1,1,1,1,0,1,1,0,1,7
3579,094840,2016,1,1,1,1,0,1,0,1,1,7
3584,050960,2016,1,1,1,1,1,1,0,0,1,7
3589,076080,2016,0,1,0,1,0,1,0,0,0,3
3594,159580,2016,0,1,0,1,0,1,1,1,0,5
3599,037440,2016,1,1,0,1,1,1,1,0,1,7
3604,078860,2016,0,1,0,1,1,1,0,0,0,4
3609,058530,2016,1,1,1,1,1,1,0,0,1,7
3614,032750,2016,1,1,1,1,1,1,1,1,0,8
3619,001810,2016,1,1,1,1,1,1,1,1,0,8
3624,154040,2016,0,1,0,1,0,1,1,0,1,5
3629,109860,2016,1,1,0,1,0,1,1,0,0,5
3634,051490,2016,1,1,0,1,1,1,1,0,0,6
3639,221980,2016,1,1,0,1,1,1,1,1,0,7
3644,170030,2016,1,1,0,1,1,1,0,1,0,6
3649,045060,2016,0,0,0,0,0,0,1,0,0,1
3654,097870,2016,1,1,0,1,0,1,1,1,0,6
3659,053290,2016,1,1,0,1,1,1,1,0,0,6
3664,042500,2016,1,1,1,1,1,1,0,0,1,7
3669,051780,2016,0,1,0,1,0,1,0,0,0,3
3674,090410,2016,0,1,0,1,1,1,1,0,0,5
3679,025950,2016,1,1,1,1,1,1,1,1,0,8
3684,082850,2016,0,1,0,1,1,1,0,0,0,4
3689,133750,2016,1,1,0,1,1,1,0,0,0,5
3694,019010,2016,1,1,1,1,1,1,1,1,1,9
3699,086670,2016,0,1,0,1,1,1,1,0,0,5
3704,010470,2016,1,1,1,1,1,1,0,0,0,6
3709,049830,2016,1,1,0,1,1,1,1,0,1,7
3714,101170,2016,1,1,0,1,0,1,1,1,0,6
3719,054220,2016,1,1,1,1,1,1,0,0,1,7
3724,007370,2016,0,1,0,1,0,1,1,0,0,4
3729,052900,2016,1,1,1,1,1,1,0,1,0,7
3734,096040,2016,0,1,1,1,1,1,0,1,0,6
3739,900180,2016,1,1,0,1,1,1,0,1,0,6
3744,017250,2016,1,1,0,1,0,1,0,1,1,6
3749,024830,2016,1,1,0,1,1,1,1,0,0,6
3754,017000,2016,1,1,1,1,1,1,1,1,1,9
3759,037760,2016,1,1,0,1,0,1,1,0,1,6
3764,028080,2016,1,1,0,1,1,1,1,0,0,6
3769,054540,2016,1,1,0,1,1,1,1,1,0,7
3774,131760,2016,0,1,0,1,1,1,0,0,0,4
3779,066310,2016,1,1,0,1,1,1,1,1,0,7
3784,027580,2016,0,1,0,1,1,1,0,0,0,4
3789,004590,2016,1,1,1,1,0,1,1,0,1,7
3794,099220,2016,1,1,0,1,0,1,0,0,0,4
3799,019540,2016,1,1,1,1,1,1,1,1,0,8
3804,177830,2016,1,1,1,1,1,1,1,1,1,9
3809,039310,2016,1,1,1,1,0,1,1,0,1,7
3814,124500,2016,0,1,1,1,1,1,0,1,1,7
3819,010240,2016,1,1,1,1,0,1,1,1,1,8
3824,017650,2016,1,1,1,1,0,1,0,1,1,7
3829,237750,2016,1,1,0,1,1,1,0,0,0,5
3834,071850,2016,1,1,0,1,0,1,1,0,0,5
3839,038950,2016,0,1,0,1,0,1,1,0,0,4
3844,062860,2016,0,1,0,1,1,1,0,1,0,5
3849,046940,2016,1,1,0,1,1,1,1,0,0,6
3854,033340,2016,0,1,0,1,1,1,1,0,1,6
3859,075130,2016,1,1,1,1,1,1,1,0,1,8
3864,092300,2016,1,1,1,1,0,1,0,1,1,7
3869,050860,2016,1,1,1,1,1,1,1,1,0,8
3874,900280,2016,1,1,1,1,0,1,0,1,1,7
3879,060540,2016,1,1,0,1,1,1,0,0,1,6
3884,085910,2016,1,1,1,1,0,1,0,1,1,7
3889,039240,2016,1,1,0,1,1,1,1,0,0,6
3894,006580,2016,1,1,1,1,0,1,1,1,1,8
3899,089150,2016,1,1,1,1,1,1,1,1,0,8
3904,063440,2016,0,1,0,1,1,1,0,1,1,6
3909,198440,2016,1,1,0,1,1,1,1,1,0,7
3914,096610,2016,1,1,0,1,1,1,1,1,1,8
3919,065690,2016,1,1,1,1,1,1,0,1,0,7
3924,153490,2016,0,1,0,1,0,1,0,1,0,4
3929,176440,2016,1,1,1,1,1,1,0,1,1,8
3934,090740,2016,1,1,1,1,1,1,1,1,0,8
3939,053050,2016,1,1,1,1,0,1,0,1,0,6
3944,045890,2016,1,1,0,1,0,1,0,1,0,5
3949,011080,2016,0,1,0,1,1,1,0,0,0,4
3954,189690,2016,1,1,0,1,0,1,0,0,0,4
3959,123570,2016,1,1,1,1,0,1,0,0,1,6
3964,128660,2016,1,1,0,1,1,1,0,0,0,5
3969,031310,2016,1,1,1,1,0,1,1,1,1,8
3974,115480,2016,1,1,0,1,1,1,0,0,1,6
3979,900110,2016,1,1,0,1,1,1,0,1,0,6
3984,044060,2016,1,1,0,1,1,1,0,0,0,5
3989,174880,2016,1,1,0,1,1,1,0,0,0,5
3994,039020,2016,1,1,1,1,0,1,1,1,1,8
3999,008370,2016,1,1,0,1,0,1,1,0,0,5
4004,038110,2016,1,1,0,1,1,1,0,1,0,6
4009,035460,2016,0,1,0,1,1,1,0,0,0,4
4014,212560,2016,1,1,0,1,1,1,1,0,0,6
4019,032080,2016,1,1,0,1,1,1,0,0,1,6
4024,017680,2016,0,1,0,1,0,1,0,0,0,3
4029,126640,2016,1,1,0,1,1,1,1,1,0,7
4034,072990,2016,1,1,0,1,1,1,0,1,1,7
4039,007770,2016,1,1,1,1,1,1,1,0,1,8
4044,012620,2016,1,1,1,1,0,1,1,1,0,7
4049,123750,2016,0,1,0,1,1,1,0,1,0,5
4054,054940,2016,1,1,0,1,1,1,1,0,1,7
4059,187790,2016,0,1,0,1,1,1,0,0,1,5
4064,057030,2016,0,1,0,1,0,1,1,1,0,5
4069,069540,2016,1,1,1,1,1,1,0,1,1,8
4074,086060,2016,1,1,1,1,1,1,0,1,1,8
4079,005670,2016,1,1,0,1,0,1,1,0,0,5
4084,134580,2016,0,1,0,1,1,1,1,0,0,5
4089,008470,2016,1,1,1,1,1,1,0,1,1,8
4094,079000,2016,1,1,0,1,0,1,0,0,0,4
4099,030270,2016,0,1,0,1,0,1,0,0,0,3
4104,192390,2016,1,1,0,1,0,1,1,0,0,5
4109,037400,2016,0,1,0,1,1,1,1,0,0,5
4114,081150,2016,1,1,1,1,1,1,0,0,1,7
4119,075970,2016,1,1,1,1,1,1,1,1,1,9
4124,048470,2016,1,1,1,1,1,1,1,1,1,9
4129,019770,2016,1,1,1,1,0,1,1,1,0,7
4134,101930,2016,0,1,0,1,1,1,1,0,0,5
4139,051390,2016,1,1,1,1,0,1,1,0,1,7
4144,115440,2016,1,1,0,1,1,1,1,0,0,6
4149,105740,2016,1,1,0,1,1,1,1,0,0,6
4154,069330,2016,0,1,1,1,0,1,1,1,0,6
4159,104460,2016,1,1,0,1,1,1,1,0,1,7
4164,100660,2016,1,1,0,1,1,1,1,0,0,6
4169,033310,2016,1,1,0,1,0,1,1,0,0,5
4174,127160,2016,0,1,0,1,1,1,1,0,0,5
4179,006050,2016,1,1,1,1,0,1,0,1,1,7
4184,024060,2016,1,1,1,1,1,1,1,1,0,8
4189,026150,2016,1,1,0,1,0,1,1,0,1,6
4194,131400,2016,0,1,1,1,1,1,0,1,1,7
4199,219130,2016,1,1,0,1,1,1,1,0,0,6
4204,141070,2016,0,1,1,1,1,1,0,1,0,6
4209,002680,2016,1,1,1,1,1,1,1,1,1,9
4214,114190,2016,0,1,0,1,1,1,1,0,0,5
4219,052600,2016,1,1,0,1,1,1,1,0,0,6
4224,048830,2016,1,1,1,1,1,1,1,1,1,9
4229,100030,2016,1,1,1,1,1,1,1,1,0,8
4234,039610,2016,1,1,1,1,0,1,1,0,1,7
4239,077280,2016,0,1,1,1,1,1,0,1,0,6
4244,016920,2016,1,1,1,1,1,1,1,1,1,9
4249,115610,2016,1,1,0,1,0,1,1,1,0,6
4254,024740,2016,1,1,0,1,1,1,0,1,0,6
4259,053270,2016,1,1,0,1,0,1,1,1,0,6
4264,021650,2016,1,1,0,1,1,1,1,0,1,7
4269,045300,2016,0,0,0,0,0,0,1,0,0,1
4274,065500,2016,0,1,0,1,0,1,0,0,1,4
4279,002290,2016,1,1,0,1,1,1,1,1,0,7
4284,109080,2016,1,1,1,1,1,1,1,1,1,9
4289,098120,2016,0,1,0,1,0,1,1,0,0,4
4294,153460,2016,1,1,0,1,0,1,0,1,0,5
4299,073540,2016,0,1,0,1,0,1,1,0,0,4
4304,054930,2016,1,1,1,1,0,1,1,1,1,8
4309,033050,2016,1,1,1,1,0,1,1,1,1,8
4314,115570,2016,1,1,1,1,1,1,0,1,1,8
4319,051380,2016,1,1,1,1,1,1,0,1,1,8
4324,072950,2016,1,1,1,1,1,1,1,0,0,7
4329,217190,2016,0,1,0,1,0,1,1,0,0,4
4334,078350,2016,1,1,0,1,1,1,1,0,0,6
4339,113810,2016,1,1,1,1,0,1,0,0,1,6
4344,067010,2016,1,1,0,1,1,1,1,1,0,7
4349,000440,2016,1,1,0,1,1,1,1,1,0,7
4354,060480,2016,1,1,0,1,0,1,1,1,1,7
4359,105330,2016,0,1,0,1,1,1,1,0,1,6
4364,196700,2016,1,1,0,1,1,1,1,0,0,6
4369,083470,2016,0,1,0,1,1,1,0,0,1,5
4374,079170,2016,1,1,1,1,0,1,1,1,1,8
4379,039740,2016,0,1,0,1,0,1,1,0,0,4
4384,155960,2016,0,1,0,1,0,1,0,0,0,3
4389,025880,2016,1,1,1,1,1,1,0,1,1,8
4394,221610,2016,1,1,1,1,1,1,0,1,0,7
4399,060380,2016,1,1,1,1,0,1,1,1,1,8
4404,214870,2016,0,1,0,1,0,1,1,0,0,4
4409,082660,2016,1,1,0,1,1,1,0,1,0,6
4414,038010,2016,1,1,0,1,1,1,1,0,0,6
4419,057880,2016,0,1,1,1,1,1,0,1,1,7
4424,032280,2016,1,1,1,1,1,1,1,1,1,9
4429,189860,2016,1,1,1,1,0,1,1,1,1,8
4434,093380,2016,1,1,1,1,0,1,1,1,0,7
4439,058450,2016,1,1,0,1,1,1,1,0,1,7
4444,101670,2016,1,1,1,1,1,1,0,0,1,7
4449,080530,2016,0,1,0,1,1,1,0,0,1,5
4454,023440,2016,1,1,1,1,0,1,0,1,0,6
4459,070590,2016,1,1,0,1,1,1,0,0,0,5
4464,091440,2016,0,1,0,1,0,1,1,0,1,5
4469,054410,2016,1,1,0,1,0,1,1,0,0,5
4474,044780,2016,0,0,0,0,0,0,1,0,0,1
4479,009620,2016,0,1,0,1,1,1,1,0,0,5
4484,050760,2016,1,1,1,1,1,1,1,1,1,9
4489,032040,2016,0,1,0,1,0,1,1,0,0,4
4494,023790,2016,1,1,1,1,0,1,1,1,1,8
4499,130740,2016,1,1,1,1,1,1,1,1,1,9
4504,096350,2016,0,1,0,1,0,1,1,0,0,4
4509,122800,2016,1,1,0,1,0,1,0,1,0,5
4514,119830,2016,1,1,1,1,1,1,1,1,1,9
4519,043360,2016,0,1,1,1,0,1,1,0,0,5
4524,043260,2016,1,1,1,1,1,1,1,1,1,9
4529,073190,2016,0,1,0,1,1,1,1,0,1,6
4534,080580,2016,0,1,0,1,0,1,1,0,0,4
4539,047440,2016,0,1,0,1,1,1,1,0,0,5
4544,007530,2016,1,1,0,1,1,1,1,0,0,6
4549,024940,2016,1,1,1,1,0,1,1,1,1,8
4554,103230,2016,0,1,0,1,0,1,1,0,0,4
4559,098660,2016,1,1,0,1,1,1,1,0,1,7
4564,099410,2016,1,1,0,1,1,1,0,1,0,6
4569,090150,2016,1,1,1,1,1,1,1,1,1,9
4574,069140,2016,1,1,0,1,0,1,1,0,1,6
4579,026910,2016,1,1,1,1,1,1,1,1,0,8
4584,013720,2016,1,1,0,1,1,1,0,0,0,5
4589,067770,2016,0,1,1,1,0,1,1,1,1,7
4594,121890,2016,0,1,0,1,0,1,1,0,0,4
4599,101680,2016,0,1,1,1,1,1,1,1,0,7
4604,089790,2016,0,1,0,1,0,1,1,0,0,4
4609,008830,2016,0,1,0,1,1,1,1,0,0,5
4614,020400,2016,1,1,0,1,1,1,1,0,0,6
4619,086250,2016,0,1,0,1,0,1,1,0,0,4
4624,087220,2016,0,0,0,0,0,0,1,0,0,1
4629,053060,2016,0,1,0,1,1,1,1,0,0,5
